epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,190.769,0.83507,0.97645,0.00095,0.81479,0.63069,0.65775,0.53338,0.72245,0.63229,0.00108,0.000681449,0.000681449,0.000681449
25,197.882,0.73309,0.82275,0.00088,0.81479,0.63069,0.65775,0.53338,0.72245,0.63229,0.00108,0.000677643,0.000677643,0.000677643
26,204.839,0.74344,0.82291,0.00096,0.78333,0.58161,0.68386,0.57461,0.69284,0.58716,0.00101,0.000673836,0.000673836,0.000673836
27,211.862,0.74792,0.71585,0.00084,0.78333,0.58161,0.68386,0.57461,0.69284,0.58716,0.00101,0.00067003,0.00067003,0.00067003
28,219.057,0.75341,0.69242,0.0009,0.78338,0.58542,0.71226,0.59662,0.66664,0.58642,0.00095,0.000666223,0.000666223,0.000666223
29,226.073,0.74275,0.67067,0.00082,0.78338,0.58542,0.71226,0.59662,0.66664,0.58642,0.00095,0.000662417,0.000662417,0.000662417
30,233.194,0.73572,0.75103,0.00087,0.83601,0.5997,0.7629,0.63989,0.64904,0.62676,0.00084,0.00065861,0.00065861,0.00065861
31,240.239,0.70781,0.75403,0.00091,0.8741,0.63639,0.77064,0.64706,0.71874,0.63281,0.00099,0.000654804,0.000654804,0.000654804
32,247.302,0.7386,0.75819,0.00096,0.8741,0.63639,0.77064,0.64706,0.71874,0.63281,0.00099,0.000650997,0.000650997,0.000650997
33,254.42,0.77908,0.73174,0.00091,0.88245,0.6201,0.77831,0.66537,0.74532,0.55455,0.00102,0.00064719,0.00064719,0.00064719
34,261.325,0.80612,0.70475,0.00099,0.88245,0.6201,0.77831,0.66537,0.74532,0.55455,0.00102,0.000643384,0.000643384,0.000643384
35,268.402,0.76957,0.67255,0.00097,0.76712,0.75421,0.78192,0.66044,0.6482,0.49561,0.00091,0.000639577,0.000639577,0.000639577
36,275.325,0.72451,0.58509,0.00077,0.76712,0.75421,0.78192,0.66044,0.6482,0.49561,0.00091,0.000635771,0.000635771,0.000635771
37,282.361,0.79287,0.60206,0.00083,0.81507,0.75898,0.88439,0.74071,0.75915,0.52987,0.00101,0.000631964,0.000631964,0.000631964
38,289.515,0.83194,0.63082,0.00094,0.84409,0.76224,0.89925,0.7633,0.76792,0.50358,0.00103,0.000628158,0.000628158,0.000628158
39,296.567,0.79583,0.58575,0.00099,0.84409,0.76224,0.89925,0.7633,0.76792,0.50358,0.00103,0.000624351,0.000624351,0.000624351
40,303.836,0.74504,0.54366,0.0008,0.84301,0.76736,0.90223,0.77418,0.63931,0.45649,0.00081,0.000620545,0.000620545,0.000620545
41,310.647,0.6748,0.57633,0.00088,0.84301,0.76736,0.90223,0.77418,0.63931,0.45649,0.00081,0.000616738,0.000616738,0.000616738
42,317.627,0.70756,0.52957,0.00081,0.75837,0.89588,0.90649,0.77538,0.6557,0.42629,0.00086,0.000612931,0.000612931,0.000612931
43,324.654,0.76299,0.53121,0.00083,0.75837,0.89588,0.90649,0.77538,0.6557,0.42629,0.00086,0.000609125,0.000609125,0.000609125
44,331.774,0.66214,0.46695,0.00075,0.84965,0.89392,0.91991,0.77378,0.61588,0.41385,0.00085,0.000605318,0.000605318,0.000605318
45,338.386,0.66401,0.49699,0.00083,0.84965,0.89392,0.91991,0.77378,0.61588,0.41385,0.00085,0.000601512,0.000601512,0.000601512
46,345.227,0.65816,0.50762,0.00069,0.83823,0.87462,0.91134,0.77635,0.58946,0.4693,0.00079,0.000597705,0.000597705,0.000597705
47,352.279,0.6991,0.52731,0.00076,0.84093,0.85456,0.91064,0.77616,0.62782,0.46887,0.00084,0.000593899,0.000593899,0.000593899
48,359.253,0.73459,0.4889,0.00074,0.84093,0.85456,0.91064,0.77616,0.62782,0.46887,0.00084,0.000590092,0.000590092,0.000590092
49,366.273,0.71665,0.49558,0.00075,0.87157,0.89247,0.91961,0.79159,0.62183,0.41418,0.0008,0.000586286,0.000586286,0.000586286
50,373.243,0.71777,0.48323,0.00087,0.87157,0.89247,0.91961,0.79159,0.62183,0.41418,0.0008,0.000582479,0.000582479,0.000582479
51,380.372,0.69794,0.46638,0.00085,0.89751,0.88401,0.92958,0.79841,0.61508,0.41544,0.00078,0.000578672,0.000578672,0.000578672
52,387.435,0.68768,0.46874,0.00076,0.89751,0.88401,0.92958,0.79841,0.61508,0.41544,0.00078,0.000574866,0.000574866,0.000574866
53,394.605,0.71036,0.45906,0.00075,0.86513,0.90585,0.93386,0.81107,0.59876,0.41997,0.00079,0.000571059,0.000571059,0.000571059
54,401.685,0.6956,0.49708,0.00075,0.87991,0.87938,0.93212,0.79775,0.65666,0.40514,0.00085,0.000567253,0.000567253,0.000567253
55,408.62,0.71582,0.42836,0.00069,0.87991,0.87938,0.93212,0.79775,0.65666,0.40514,0.00085,0.000563446,0.000563446,0.000563446
56,415.486,0.71452,0.43329,0.0008,0.91884,0.85867,0.93243,0.79353,0.63855,0.41391,0.00083,0.00055964,0.00055964,0.00055964
57,422.467,0.70683,0.43829,0.00073,0.91884,0.85867,0.93243,0.79353,0.63855,0.41391,0.00083,0.000555833,0.000555833,0.000555833
58,429.28,0.66565,0.39238,0.00074,0.86576,0.9186,0.93183,0.79977,0.58438,0.39946,0.00074,0.000552027,0.000552027,0.000552027
59,436.197,0.64742,0.39363,0.00063,0.86576,0.9186,0.93183,0.79977,0.58438,0.39946,0.00074,0.00054822,0.00054822,0.00054822
60,443.086,0.71963,0.42256,0.00079,0.88836,0.9214,0.93367,0.80589,0.64111,0.38526,0.00082,0.000544414,0.000544414,0.000544414
61,449.964,0.73157,0.42422,0.00083,0.88836,0.9214,0.93367,0.80589,0.64111,0.38526,0.00082,0.000540607,0.000540607,0.000540607
62,456.85,0.66214,0.39741,0.00071,0.89864,0.90684,0.93485,0.81083,0.60077,0.34671,0.00079,0.0005368,0.0005368,0.0005368
63,463.693,0.69232,0.43169,0.00079,0.91617,0.89217,0.93779,0.81548,0.64142,0.36813,0.00083,0.000532994,0.000532994,0.000532994
64,470.674,0.70214,0.42834,0.00086,0.91617,0.89217,0.93779,0.81548,0.64142,0.36813,0.00083,0.000529187,0.000529187,0.000529187
65,477.785,0.71439,0.44493,0.00089,0.92084,0.89195,0.93615,0.81559,0.67538,0.36734,0.0009,0.000525381,0.000525381,0.000525381
66,484.838,0.73735,0.38539,0.00072,0.92084,0.89195,0.93615,0.81559,0.67538,0.36734,0.0009,0.000521574,0.000521574,0.000521574
67,491.915,0.7143,0.39128,0.00084,0.88517,0.89849,0.93811,0.81997,0.66251,0.34899,0.0009,0.000517768,0.000517768,0.000517768
68,498.933,0.68818,0.38036,0.00087,0.88517,0.89849,0.93811,0.81997,0.66251,0.34899,0.0009,0.000513961,0.000513961,0.000513961
69,505.942,0.69686,0.37174,0.00069,0.89045,0.89737,0.93773,0.82285,0.60785,0.33965,0.0008,0.000510155,0.000510155,0.000510155
70,513.075,0.67967,0.37765,0.00073,0.91077,0.87258,0.93951,0.82383,0.60386,0.32691,0.0008,0.000506348,0.000506348,0.000506348
71,520.213,0.63585,0.35226,0.00068,0.91077,0.87258,0.93951,0.82383,0.60386,0.32691,0.0008,0.000502541,0.000502541,0.000502541
72,527.401,0.62934,0.36753,0.00067,0.89421,0.88733,0.93677,0.82232,0.5805,0.32609,0.00075,0.000498735,0.000498735,0.000498735
73,534.225,0.65977,0.3878,0.00077,0.89421,0.88733,0.93677,0.82232,0.5805,0.32609,0.00075,0.000494928,0.000494928,0.000494928
74,541.138,0.61473,0.33051,0.00065,0.91519,0.87205,0.93517,0.81995,0.55686,0.32149,0.00073,0.000491122,0.000491122,0.000491122
75,547.996,0.62242,0.33089,0.00072,0.91519,0.87205,0.93517,0.81995,0.55686,0.32149,0.00073,0.000487315,0.000487315,0.000487315
76,554.897,0.61406,0.34978,0.00065,0.89085,0.89587,0.93251,0.81878,0.55538,0.31583,0.00074,0.000483509,0.000483509,0.000483509
77,561.85,0.5873,0.32104,0.00063,0.89085,0.89587,0.93251,0.81878,0.55538,0.31583,0.00074,0.000479702,0.000479702,0.000479702
78,568.813,0.61539,0.3305,0.00071,0.89454,0.89441,0.93231,0.82182,0.54756,0.31097,0.00073,0.000475896,0.000475896,0.000475896
79,575.783,0.62813,0.32611,0.00068,0.91155,0.89909,0.93146,0.81969,0.56413,0.3186,0.00078,0.000472089,0.000472089,0.000472089
80,582.675,0.65526,0.33262,0.00076,0.91155,0.89909,0.93146,0.81969,0.56413,0.3186,0.00078,0.000468283,0.000468283,0.000468283
81,589.571,0.63034,0.33708,0.00073,0.90776,0.90446,0.93461,0.81641,0.55373,0.30942,0.00075,0.000464476,0.000464476,0.000464476
82,596.37,0.60952,0.32163,0.00068,0.90776,0.90446,0.93461,0.81641,0.55373,0.30942,0.00075,0.000460669,0.000460669,0.000460669
83,603.142,0.64149,0.34613,0.00079,0.91678,0.89316,0.93812,0.82353,0.56348,0.31529,0.00075,0.000456863,0.000456863,0.000456863
84,610.022,0.61535,0.33593,0.00069,0.91678,0.89316,0.93812,0.82353,0.56348,0.31529,0.00075,0.000453056,0.000453056,0.000453056
85,617.002,0.62911,0.33464,0.00061,0.93437,0.89709,0.94185,0.82923,0.54643,0.29682,0.0007,0.00044925,0.00044925,0.00044925
86,624.107,0.63247,0.32058,0.00069,0.93658,0.8877,0.9453,0.82306,0.55484,0.29042,0.00073,0.000445443,0.000445443,0.000445443
87,630.943,0.60291,0.30487,0.00065,0.93658,0.8877,0.9453,0.82306,0.55484,0.29042,0.00073,0.000441637,0.000441637,0.000441637
88,637.7,0.60378,0.31239,0.00069,0.951,0.87845,0.9431,0.83546,0.55128,0.29214,0.0007,0.00043783,0.00043783,0.00043783
89,644.566,0.60824,0.30104,0.00058,0.951,0.87845,0.9431,0.83546,0.55128,0.29214,0.0007,0.000434024,0.000434024,0.000434024
90,651.663,0.59544,0.31447,0.00065,0.9109,0.92359,0.94444,0.83192,0.55313,0.28702,0.00069,0.000430217,0.000430217,0.000430217
91,658.496,0.57242,0.2889,0.00062,0.9109,0.92359,0.94444,0.83192,0.55313,0.28702,0.00069,0.000426411,0.000426411,0.000426411
92,665.323,0.61966,0.30601,0.00064,0.9289,0.9169,0.94602,0.82787,0.57097,0.28488,0.00073,0.000422604,0.000422604,0.000422604
93,672.126,0.59538,0.31451,0.00071,0.9289,0.9169,0.94602,0.82787,0.57097,0.28488,0.00073,0.000418797,0.000418797,0.000418797
94,678.798,0.58719,0.29959,0.0007,0.94086,0.90274,0.94949,0.83431,0.55491,0.27737,0.00072,0.000414991,0.000414991,0.000414991
95,685.693,0.6184,0.30469,0.00064,0.91423,0.92509,0.94805,0.83503,0.53624,0.26954,0.00067,0.000411184,0.000411184,0.000411184
96,692.562,0.63544,0.33043,0.00064,0.91423,0.92509,0.94805,0.83503,0.53624,0.26954,0.00067,0.000407378,0.000407378,0.000407378
97,699.402,0.61462,0.29142,0.00063,0.90484,0.92389,0.9468,0.83793,0.53681,0.27401,0.00068,0.000403571,0.000403571,0.000403571
98,706.421,0.59547,0.29557,0.00072,0.90484,0.92389,0.9468,0.83793,0.53681,0.27401,0.00068,0.000399765,0.000399765,0.000399765
99,713.563,0.60297,0.2923,0.00063,0.91814,0.89601,0.94903,0.84629,0.52574,0.27524,0.00066,0.000395958,0.000395958,0.000395958
100,720.452,0.61782,0.33255,0.0007,0.91814,0.89601,0.94903,0.84629,0.52574,0.27524,0.00066,0.000392152,0.000392152,0.000392152
101,727.694,0.57973,0.28287,0.00058,0.90281,0.92878,0.95028,0.84323,0.54803,0.28,0.0007,0.000388345,0.000388345,0.000388345
102,734.539,0.62108,0.28886,0.00065,0.8969,0.93737,0.95309,0.83397,0.55921,0.2827,0.00075,0.000384538,0.000384538,0.000384538
103,741.544,0.60864,0.3046,0.00069,0.8969,0.93737,0.95309,0.83397,0.55921,0.2827,0.00075,0.000380732,0.000380732,0.000380732
104,748.356,0.58278,0.2993,0.00078,0.91359,0.93857,0.95595,0.83684,0.5509,0.27246,0.00075,0.000376925,0.000376925,0.000376925
105,755.205,0.57825,0.29973,0.00069,0.91359,0.93857,0.95595,0.83684,0.5509,0.27246,0.00075,0.000373119,0.000373119,0.000373119
106,762.138,0.57505,0.28516,0.00063,0.93337,0.91395,0.95724,0.84305,0.5478,0.27054,0.00073,0.000369312,0.000369312,0.000369312
107,769.081,0.60381,0.27728,0.00071,0.93337,0.91395,0.95724,0.84305,0.5478,0.27054,0.00073,0.000365506,0.000365506,0.000365506
108,775.781,0.55848,0.26249,0.00069,0.91555,0.9375,0.95888,0.84943,0.54866,0.26804,0.00072,0.000361699,0.000361699,0.000361699
109,782.814,0.59816,0.28677,0.00065,0.91555,0.9375,0.95888,0.84943,0.54866,0.26804,0.00072,0.000357893,0.000357893,0.000357893
110,789.741,0.55691,0.27757,0.00064,0.93077,0.93567,0.95779,0.8515,0.53617,0.2612,0.00068,0.000354086,0.000354086,0.000354086
111,796.833,0.5779,0.27479,0.00062,0.91998,0.93393,0.95868,0.85203,0.53247,0.2586,0.00066,0.00035028,0.00035028,0.00035028
112,803.859,0.55952,0.26104,0.00064,0.91998,0.93393,0.95868,0.85203,0.53247,0.2586,0.00066,0.000346473,0.000346473,0.000346473
113,810.636,0.6072,0.28929,0.00069,0.92325,0.93526,0.95807,0.85253,0.5277,0.25112,0.00065,0.000342666,0.000342666,0.000342666
114,817.768,0.58144,0.27989,0.00063,0.92325,0.93526,0.95807,0.85253,0.5277,0.25112,0.00065,0.00033886,0.00033886,0.00033886
115,824.9,0.59122,0.26247,0.00055,0.9232,0.9349,0.95721,0.84961,0.5297,0.24926,0.00066,0.000335053,0.000335053,0.000335053
116,831.744,0.60672,0.29109,0.00064,0.9232,0.9349,0.95721,0.84961,0.5297,0.24926,0.00066,0.000331247,0.000331247,0.000331247
117,838.61,0.58645,0.26618,0.00064,0.9233,0.94036,0.95592,0.84733,0.52475,0.24913,0.00067,0.00032744,0.00032744,0.00032744
118,845.574,0.58641,0.27236,0.00059,0.91346,0.94107,0.95769,0.85393,0.52073,0.25177,0.00065,0.000323634,0.000323634,0.000323634
119,852.61,0.58141,0.25583,0.00057,0.91346,0.94107,0.95769,0.85393,0.52073,0.25177,0.00065,0.000319827,0.000319827,0.000319827
120,859.583,0.61493,0.29684,0.00068,0.90136,0.94927,0.96077,0.85919,0.52294,0.25026,0.00065,0.000316021,0.000316021,0.000316021
121,866.618,0.60035,0.26496,0.00057,0.90136,0.94927,0.96077,0.85919,0.52294,0.25026,0.00065,0.000312214,0.000312214,0.000312214
122,873.516,0.54417,0.26253,0.00062,0.9146,0.95328,0.96132,0.85699,0.51455,0.24279,0.00066,0.000308407,0.000308407,0.000308407
123,880.425,0.58942,0.28486,0.00066,0.9146,0.95328,0.96132,0.85699,0.51455,0.24279,0.00066,0.000304601,0.000304601,0.000304601
124,887.439,0.55441,0.26113,0.00056,0.92374,0.93872,0.95945,0.86208,0.53705,0.24671,0.0007,0.000300794,0.000300794,0.000300794
125,894.184,0.59007,0.27171,0.0006,0.92374,0.93872,0.95945,0.86208,0.53705,0.24671,0.0007,0.000296988,0.000296988,0.000296988
126,900.921,0.60454,0.26323,0.00059,0.91662,0.93725,0.96181,0.85826,0.55124,0.25024,0.00073,0.000293181,0.000293181,0.000293181
127,907.875,0.61439,0.27816,0.00064,0.95354,0.91439,0.96381,0.8598,0.53835,0.24499,0.0007,0.000289375,0.000289375,0.000289375
128,914.796,0.56828,0.25213,0.00056,0.95354,0.91439,0.96381,0.8598,0.53835,0.24499,0.0007,0.000285568,0.000285568,0.000285568
129,921.725,0.59266,0.25206,0.00058,0.93526,0.92286,0.96416,0.86235,0.52313,0.24517,0.00067,0.000281762,0.000281762,0.000281762
130,928.745,0.58184,0.28193,0.00072,0.93526,0.92286,0.96416,0.86235,0.52313,0.24517,0.00067,0.000277955,0.000277955,0.000277955
131,935.77,0.59396,0.28396,0.00063,0.92885,0.92481,0.9654,0.86364,0.52837,0.24037,0.00067,0.000274148,0.000274148,0.000274148
132,942.595,0.5683,0.26053,0.00065,0.92885,0.92481,0.9654,0.86364,0.52837,0.24037,0.00067,0.000270342,0.000270342,0.000270342
133,949.63,0.5614,0.24654,0.00056,0.93502,0.93492,0.96642,0.86439,0.52448,0.23391,0.00067,0.000266535,0.000266535,0.000266535
134,956.843,0.59911,0.26547,0.00061,0.94614,0.90331,0.96728,0.86495,0.50555,0.22972,0.00066,0.000262729,0.000262729,0.000262729
135,963.905,0.55868,0.25122,0.00057,0.94614,0.90331,0.96728,0.86495,0.50555,0.22972,0.00066,0.000258922,0.000258922,0.000258922
136,970.807,0.57025,0.26257,0.00062,0.93882,0.92322,0.96619,0.8618,0.51198,0.23933,0.00065,0.000255116,0.000255116,0.000255116
137,977.633,0.56936,0.25166,0.00055,0.93882,0.92322,0.96619,0.8618,0.51198,0.23933,0.00065,0.000251309,0.000251309,0.000251309
138,984.464,0.60394,0.27014,0.00062,0.93035,0.90977,0.96349,0.86089,0.5288,0.24284,0.00067,0.000247503,0.000247503,0.000247503
139,991.291,0.5876,0.25893,0.0006,0.93035,0.90977,0.96349,0.86089,0.5288,0.24284,0.00067,0.000243696,0.000243696,0.000243696
140,998.221,0.60053,0.2672,0.00062,0.91791,0.92449,0.96199,0.85738,0.53574,0.24646,0.0007,0.00023989,0.00023989,0.00023989
141,1005.12,0.58307,0.26211,0.00064,0.91791,0.92449,0.96199,0.85738,0.53574,0.24646,0.0007,0.000236083,0.000236083,0.000236083
142,1012,0.56029,0.25217,0.00056,0.91891,0.93212,0.96339,0.85965,0.52322,0.24155,0.0007,0.000232276,0.000232276,0.000232276
143,1018.85,0.54752,0.25082,0.00062,0.92833,0.9286,0.96655,0.8667,0.51592,0.23468,0.00067,0.00022847,0.00022847,0.00022847
144,1025.59,0.56886,0.26714,0.00066,0.92833,0.9286,0.96655,0.8667,0.51592,0.23468,0.00067,0.000224663,0.000224663,0.000224663
145,1032.66,0.58844,0.26754,0.00069,0.93829,0.93311,0.96965,0.87375,0.50639,0.23007,0.00063,0.000220857,0.000220857,0.000220857
146,1039.41,0.56819,0.24698,0.00062,0.93829,0.93311,0.96965,0.87375,0.50639,0.23007,0.00063,0.00021705,0.00021705,0.00021705
147,1046.58,0.56495,0.24529,0.00056,0.93763,0.94557,0.96983,0.87481,0.49912,0.22769,0.00063,0.000213244,0.000213244,0.000213244
148,1053.46,0.53776,0.24014,0.00063,0.93763,0.94557,0.96983,0.87481,0.49912,0.22769,0.00063,0.000209437,0.000209437,0.000209437
149,1060.55,0.59195,0.27277,0.00063,0.9329,0.9431,0.97059,0.87555,0.50025,0.22822,0.00064,0.000205631,0.000205631,0.000205631
150,1067.68,0.55109,0.24182,0.00058,0.94187,0.93914,0.97026,0.87232,0.51047,0.227,0.00067,0.000201824,0.000201824,0.000201824
151,1074.56,0.5649,0.24743,0.00058,0.94187,0.93914,0.97026,0.87232,0.51047,0.227,0.00067,0.000198018,0.000198018,0.000198018
152,1081.5,0.57179,0.2484,0.00063,0.93464,0.93807,0.96888,0.87068,0.51429,0.22523,0.00068,0.000194211,0.000194211,0.000194211
153,1088.31,0.56106,0.23172,0.00051,0.93464,0.93807,0.96888,0.87068,0.51429,0.22523,0.00068,0.000190404,0.000190404,0.000190404
154,1095.19,0.55595,0.24559,0.00058,0.93086,0.92194,0.97073,0.87124,0.51059,0.22712,0.00066,0.000186598,0.000186598,0.000186598
155,1101.95,0.5481,0.2399,0.00058,0.93086,0.92194,0.97073,0.87124,0.51059,0.22712,0.00066,0.000182791,0.000182791,0.000182791
156,1108.87,0.5474,0.24089,0.00058,0.93239,0.91799,0.97028,0.88028,0.50433,0.22482,0.00063,0.000178985,0.000178985,0.000178985
157,1115.78,0.58447,0.24637,0.00057,0.93239,0.91799,0.97028,0.88028,0.50433,0.22482,0.00063,0.000175178,0.000175178,0.000175178
158,1122.97,0.57514,0.24459,0.00057,0.92274,0.9296,0.96864,0.87518,0.50053,0.21784,0.00062,0.000171372,0.000171372,0.000171372
159,1129.85,0.58013,0.24709,0.00053,0.93081,0.9357,0.96893,0.87723,0.49844,0.21511,0.00061,0.000167565,0.000167565,0.000167565
160,1136.68,0.56274,0.24733,0.00061,0.93081,0.9357,0.96893,0.87723,0.49844,0.21511,0.00061,0.000163759,0.000163759,0.000163759
161,1143.56,0.5408,0.23177,0.0006,0.92795,0.9402,0.96869,0.87623,0.50522,0.21378,0.00061,0.000159952,0.000159952,0.000159952
162,1150.45,0.53968,0.23895,0.00056,0.92795,0.9402,0.96869,0.87623,0.50522,0.21378,0.00061,0.000156145,0.000156145,0.000156145
163,1157.49,0.54544,0.24561,0.00055,0.93357,0.93728,0.9701,0.87371,0.50398,0.20979,0.00062,0.000152339,0.000152339,0.000152339
164,1164.29,0.52631,0.22725,0.00055,0.93357,0.93728,0.9701,0.87371,0.50398,0.20979,0.00062,0.000148532,0.000148532,0.000148532
165,1171.23,0.5484,0.23323,0.00051,0.92888,0.94473,0.97106,0.87406,0.50588,0.21089,0.00064,0.000144726,0.000144726,0.000144726
166,1178.16,0.52792,0.23071,0.00055,0.93304,0.94529,0.97072,0.87658,0.50708,0.21525,0.00064,0.000140919,0.000140919,0.000140919
167,1185.15,0.55289,0.23675,0.00054,0.93304,0.94529,0.97072,0.87658,0.50708,0.21525,0.00064,0.000137113,0.000137113,0.000137113
168,1192.1,0.55881,0.23949,0.0006,0.93208,0.9452,0.97101,0.88148,0.49789,0.21536,0.00063,0.000133306,0.000133306,0.000133306
169,1199.19,0.54104,0.23448,0.00059,0.93208,0.9452,0.97101,0.88148,0.49789,0.21536,0.00063,0.0001295,0.0001295,0.0001295
170,1206.07,0.54222,0.23279,0.00049,0.93444,0.94954,0.97116,0.88241,0.49176,0.21292,0.00061,0.000125693,0.000125693,0.000125693
171,1213.09,0.53047,0.22396,0.00059,0.93444,0.94954,0.97116,0.88241,0.49176,0.21292,0.00061,0.000121887,0.000121887,0.000121887
172,1219.86,0.50812,0.22193,0.00056,0.93771,0.94808,0.97179,0.88188,0.4911,0.21446,0.00061,0.00011808,0.00011808,0.00011808
173,1226.79,0.52817,0.22966,0.00053,0.93771,0.94808,0.97179,0.88188,0.4911,0.21446,0.00061,0.000114273,0.000114273,0.000114273
174,1233.69,0.54294,0.24741,0.00062,0.93829,0.94534,0.97155,0.88207,0.49086,0.21364,0.0006,0.000110467,0.000110467,0.000110467
175,1240.55,0.53689,0.24088,0.00051,0.93489,0.95444,0.97161,0.88494,0.4892,0.21115,0.0006,0.00010666,0.00010666,0.00010666
176,1247.57,0.54162,0.23445,0.00064,0.93489,0.95444,0.97161,0.88494,0.4892,0.21115,0.0006,0.000102854,0.000102854,0.000102854
177,1254.42,0.53105,0.23244,0.00055,0.94478,0.94977,0.97129,0.87975,0.49345,0.21067,0.00061,9.90472e-05,9.90472e-05,9.90472e-05
178,1261.32,0.52958,0.24219,0.00062,0.94478,0.94977,0.97129,0.87975,0.49345,0.21067,0.00061,9.52406e-05,9.52406e-05,9.52406e-05
179,1268.22,0.55286,0.23619,0.00058,0.94591,0.95396,0.97119,0.88102,0.49448,0.20709,0.00062,9.14341e-05,9.14341e-05,9.14341e-05
180,1274.95,0.52861,0.23972,0.00056,0.94591,0.95396,0.97119,0.88102,0.49448,0.20709,0.00062,8.76275e-05,8.76275e-05,8.76275e-05
181,1281.89,0.56214,0.23765,0.00058,0.94994,0.95158,0.97056,0.88043,0.4902,0.20402,0.00063,8.3821e-05,8.3821e-05,8.3821e-05
182,1288.84,0.55445,0.23465,0.0005,0.95964,0.94377,0.97129,0.88044,0.49007,0.20394,0.00063,8.00144e-05,8.00144e-05,8.00144e-05
183,1295.6,0.5358,0.22321,0.00051,0.95964,0.94377,0.97129,0.88044,0.49007,0.20394,0.00063,7.62079e-05,7.62079e-05,7.62079e-05
184,1302.43,0.54127,0.24245,0.00055,0.96146,0.94374,0.9708,0.88063,0.49008,0.2063,0.00062,7.24013e-05,7.24013e-05,7.24013e-05
